Restaurant,Item,Calories
jasons-deli,Gluten Free Snickerdoodle Cookie,210
jasons-deli,Ice Cream Cone,20
jasons-deli,Peanut Butter Brownie Bite,80
jasons-deli,Plain Cheesecake,531
jasons-deli,Strawberry Shortcake,701
jasons-deli,Strawberry Topped Cheesecake,550
jasons-deli,Sugar Cookie,320
jasons-deli,Vanilla Ice Cream,210
jasons-deli,White Chocolate Macadamia Nut Cookie,330
jasons-deli,White Chocolate Raspberry Bite,120
jasons-deli,Kid's Baked Potato,671
jasons-deli,Kid's Bowtie Pasta & Chicken Alfredo,621
jasons-deli,Kid's Bowtie Pasta & Meatballs,611
jasons-deli,Kid's Cheese Pizza,471
jasons-deli,Kid's Chicken Tenders,240
jasons-deli,Kid's Grilled Cheese,450
jasons-deli,Kid's Ham & Cheese Sandwich,380
jasons-deli,Kid's Ham & Cheese Sliders,320
jasons-deli,Kid's Ham & Cheese Wrap,230
jasons-deli,Kid's Macaroni & Cheese,420
jasons-deli,Kid's Peanut Butter & Jelly Sandwich,450
jasons-deli,Kid's Pepperoni Pizza,521
jasons-deli,Kid's Turkey & Cheese Sandwich,360
jasons-deli,Kid's Turkey & Cheese Sliders,330
jasons-deli,Kid's Turkey & Cheese Wheat Wrap,240
jasons-deli,Chicken Alfredo Pasta with Focaccia Bread,1451
jasons-deli,Chicken Pasta Primo with Focaccia Bread,1291
jasons-deli,Lighter Chicken Alfredo Pasta with Focaccia Bread,791
jasons-deli,Lighter Chicken Pasta Primo with Focaccia Bread,791
jasons-deli,Lighter Penne Pasta & Meatballs with Focaccia,861
jasons-deli,Lighter Zucchini Garden Pasta with Focaccia Bread,811
jasons-deli,Penne Pasta & Meatballs with Focaccia Bread,1361
jasons-deli,Zucchini Garden Pasta with Focaccia Bread,1291
jasons-deli,Lean Green Sweet Potato,791
jasons-deli,Lighter Lean Green Sweet Potato,500
jasons-deli,Lighter Plain Jane Potato,1031
jasons-deli,Lighter Pollo Mexicano Potato,851
jasons-deli,Lighter Sweet Papa Verde,841
jasons-deli,Lighter Texas Spud,881
jasons-deli,Plain Jane Potato,1832
jasons-deli,Pollo Mexicano Potato,1371
jasons-deli,Sweet Papa Verde,1441
jasons-deli,Texas Spud,1522
jasons-deli,Artichoke Hearts,10
jasons-deli,Black Bean & Corn Taco Salad without dressing,1121
jasons-deli,Broccoli Florets,15
jasons-deli,Croutons,140
jasons-deli,Cucumber Slices,2
jasons-deli,Grape Tomatoes,15
jasons-deli,Green Peas,35
jasons-deli,Hard Boiled Egg,70
jasons-deli,Italian Peppers,2
jasons-deli,Jalapeno Ranch Dressing,20
jasons-deli,Jalapenos,2
jasons-deli,Kalamata Olives,5
jasons-deli,Mixed Salad Greens,2
jasons-deli,Organic Baby Carrots,10
jasons-deli,Organic Field Greens,2
jasons-deli,Organic Red Apples,30
jasons-deli,Organic Spinach,10
jasons-deli,Potato Salad,260
jasons-deli,Red Bell Peppers,5
jasons-deli,Red Onion Rings,4
jasons-deli,Sliced Mushrooms,5
jasons-deli,Stuffed Green Olives,5
jasons-deli,Whole Beets,5
jasons-deli,Yellow Bell Peppers,5
jasons-deli,Zucchini Sticks,2
jasons-deli,Balsamic Vinaigrette,15
jasons-deli,Creamy Caesar Dressing,340
jasons-deli,Homemade Ranch Dressing,30
jasons-deli,Thousand Island Dressing,30
jasons-deli,American Potato Salad,511
jasons-deli,Big Chef Salad with Ranch Dressing,1031
jasons-deli,Chicken Caesar Salad with Focaccia Bread & Dressing,1011
jasons-deli,Chicken Club Salad with Ranch Dressing,1101
jasons-deli,Lighter Big Chef Salad with Ranch Dressing,521
jasons-deli,Lighter Black Bean & Corn Taco Salad without dressing,731
jasons-deli,Lighter Chicken Caesar Salad with Focaccia Bread & Dressing,511
jasons-deli,Lighter Chicken Club Salad with Ranch Dressing,591
jasons-deli,Lighter Mesa Chicken Salad with Jalapeno Ranch Dressing,461
jasons-deli,Lighter Nutty Mixed Up Salad with Jalapeno Ranch Dressing,430
jasons-deli,Lighter Southwest Chili Taco Salad,771
jasons-deli,Lighter Taco Salad with Chili,871
jasons-deli,Mesa Chicken Salad with Jalapeno Ranch Dressing,831
jasons-deli,Nutty Mixed Up Salad with Jalapeno Ranch Dressing,781
jasons-deli,Southwest Chili Taco Salad,1161
jasons-deli,Taco Salad with Chili,1261
jasons-deli,All Butter Croissant,270
jasons-deli,American Cheese,140
jasons-deli,Asiago Cheese,140
jasons-deli,Avocado Sliced,120
jasons-deli,Bacon,25
jasons-deli,Cheddar Cheese,180
jasons-deli,Chicken Salad with Almonds & Pineapple,170
jasons-deli,Chicken Salad with Almonds & Pineapple,2
jasons-deli,Chipotle Aioli,125
jasons-deli,Country White Bread,240
jasons-deli,Cucumber Slice,5
jasons-deli,Feta Cheese,60
jasons-deli,Focaccia Bread,210
jasons-deli,Fresh Cracked Egg,80
jasons-deli,Gluten Free Whole Grain Bread,170
jasons-deli,Hard Salami,79
jasons-deli,Homemade Guacamole,25
jasons-deli,Homemade Tuna Salad with Eggs,380
jasons-deli,Hot Corned Beef,360
jasons-deli,Hot Pastrami,640
jasons-deli,Italian Peppers for Sandwich,5
jasons-deli,Jalapeno Pepper Jack Cheese,160
jasons-deli,Marinated Wild Salmon,200
jasons-deli,Mayonnaise,120
jasons-deli,Muenster Cheese,170
jasons-deli,Multigrain Wheat Bread,210
jasons-deli,Natural Grilled Chicken Breast,160
jasons-deli,New Orleans French Bread,220
jasons-deli,Nitrite-Free Ham,170
jasons-deli,Onion Bun,220
jasons-deli,Organic Ancient Grain Bun,200
jasons-deli,Organic Spinach for Sandwich,5
jasons-deli,Organic Wheat Wrap,180
jasons-deli,Pesto Aioli,70
jasons-deli,Pico de Gallo,10
jasons-deli,Provolone Cheese,150
jasons-deli,Roast Beef,200
jasons-deli,Roasted Herb Tomatoes,30
jasons-deli,Roasted Red Pepper Hummus,40
jasons-deli,Roasted Turkey Breast,301
jasons-deli,Roma Tomatoes,10
jasons-deli,Rye Bread,260
jasons-deli,Smoked Turkey Breast,160
jasons-deli,Sourdough Bread,200
jasons-deli,Swiss Cheese,160
jasons-deli,Mediterranean Wrap,340
jasons-deli,Ranchero Wrap,631
jasons-deli,Spinach Veggie Wrap,420
jasons-deli,Turkey Wrap,380
jasons-deli,Amy's Turkey-O Sandwich,450
jasons-deli,Beefeater Sandwich,841
jasons-deli,Big E's Deli Burger,691
jasons-deli,Bigger Better BLT Sandwich,611
jasons-deli,California Club Sandwich,691
jasons-deli,Carmela Sandwich,671
jasons-deli,Chick-in-Bun Sandwich,611
jasons-deli,Chicken Panini on Sourdough,771
jasons-deli,Club Royale Sandwich,681
jasons-deli,Deli Club Sandwich,801
jasons-deli,Deli Cowboy Sandwich,1001
jasons-deli,Grilled Cheese Sandwich & Tomato Soup Combo,1001
jasons-deli,Ham & Salami Muffaletta,2032
jasons-deli,Italian Cruz Po'boy Sandwich,540
jasons-deli,Lighter Beefeater Sandwich,681
jasons-deli,Lighter Deli Cowboy Sandwich,721
jasons-deli,Lighter New York Yankee Sandwich,681
jasons-deli,Lighter Pot Roast Melt Sandwich,671
jasons-deli,Lighter Reuben The Great Sandwich,611
jasons-deli,MeataBalla Sandwich,1121
jasons-deli,New York Yankee Sandwich,1101
jasons-deli,Papa Joe Sandwich,571
jasons-deli,Pot Roast Melt Sandwich,841
jasons-deli,Rachel Sandwich,1041
jasons-deli,Reuben The Great Sandwich,881
jasons-deli,Roasted Turkey Breast Muffaletta,1972
jasons-deli,Santa Fe Chicken Sandwich,651
jasons-deli,Shelley's Deli Chick Sandwich,600
jasons-deli,Smokey Jack Panini,771
jasons-deli,Steak Po'boy,671
jasons-deli,Wild Salmon-wich Sandwich,600
jasons-deli,Zucchini Grillini Sandwich,550
jasons-deli,Baked Potato Chips,100
jasons-deli,BBQ Potato Chips,150
jasons-deli,Blue Corn Tortilla Chips,220
jasons-deli,Coleslaw,200
jasons-deli,Corn & Black Bean,150
jasons-deli,Cup of Fresh Fruit with Creamy Fruit Dip,250
jasons-deli,House Dip,150
jasons-deli,Italian Pasta Salad,350
jasons-deli,Jalapeno Potato Chips,150
jasons-deli,Kettle Chips,150
jasons-deli,Mac & Cheese,420
jasons-deli,Pickle Spear,2
jasons-deli,Red Pepper Hummus,200
jasons-deli,Roasted Black Bean & Corn Salad,70
jasons-deli,Roasted Red Pepper Hummus Salad,100
jasons-deli,Salsa,25
jasons-deli,Sea Salt & Vinegar Chips,150
jasons-deli,Side Guacamole,190
jasons-deli,Steamed Veggies,60
jasons-deli,Three Bean Salad,300
jasons-deli,Beef Stew,140
jasons-deli,Broccoli Cheese Soup,285
jasons-deli,Chicken Noodle Soup,200
jasons-deli,Chicken Pot Pie Soup,310
jasons-deli,Chili,400
jasons-deli,Fire Roasted Tortilla Soup,135
jasons-deli,Irish Potato Soup,511
jasons-deli,Maine Lobster Chowder,290
jasons-deli,Organic Vegetable Soup,140
jasons-deli,Southwest Chili Chicken Soup,280
jasons-deli,Spicy Seafood Gumbo Soup,210
jasons-deli,Tomato Basil Soup,511
cafe-rio,Chicken Tortilla Soup,606
cafe-rio,Chips &amp; Salsa,457
cafe-rio,"Chips, Salsa &amp; Guacamole",501
cafe-rio,"Chips, Salsa &amp; Queso",493
cafe-rio,Black Beans for Burrito,153
cafe-rio,Cheddar Jack Cheese for Burrito,111
cafe-rio,Chile Roasted Beef for Burrito,199
cafe-rio,Cilantro for Burrito,7
cafe-rio,Cilantro Lime Rice for Burrito,105
cafe-rio,Creamy Tomatillo Dressing for Burrito,161
cafe-rio,Fire Grilled Chicken for Burrito,361
cafe-rio,Fire Grilled Salmon for Burrito,217
cafe-rio,Fire Grilled Steak for Burrito,251
cafe-rio,Flour Tortilla for Burrito,442
cafe-rio,Grated Cotija for Burrito,101
cafe-rio,Green Chile Sauce for Burrito,45
cafe-rio,Guacamole for Burrito,44
cafe-rio,Lettuce for Burrito,5
cafe-rio,Lime for Burrito,3
cafe-rio,Pico De Gallo for Burrito,10
cafe-rio,Pinto Beans for Burrito,163
cafe-rio,Red Chile Sauce for Burrito,42
cafe-rio,Salsa Fresca for Burrito,7
cafe-rio,Serrano Pepper for Burrito,2
cafe-rio,Shredded Chicken for Burrito,238
cafe-rio,Sour Cream for Burrito,57
cafe-rio,Spicy Green Chile Pork for Burrito,292
cafe-rio,Sweet Pork Barbacoa for Burrito,292
cafe-rio,Tomatillo Sauce for Burrito,161
cafe-rio,Wheat Tortilla for Burrito,423
cafe-rio,Fresh Lime Pie,435
cafe-rio,Tres Leches,858
cafe-rio,Apple Beer,140
cafe-rio,Barq&#039;s Root Beer,275
cafe-rio,Caffeine Free Diet Coke,0
cafe-rio,Cherry Coke,260
cafe-rio,Coca-Cola,245
cafe-rio,Coke Zero,0
cafe-rio,Diet Coke,0
cafe-rio,Diet Dr Pepper,0
cafe-rio,Dr Pepper,250
cafe-rio,Fanta Orange,295
cafe-rio,Hi-C Fruit Punch,245
cafe-rio,Horchata,450
cafe-rio,Mello Yellow,80
cafe-rio,Mexican Coke,140
cafe-rio,Mint Limeade,410
cafe-rio,Minute Maid Lemonade,285
cafe-rio,Powerade,180
cafe-rio,Southwest Limeade,315
cafe-rio,Sprite,265
cafe-rio,Strawberry Lemonade,45
cafe-rio,Vanilla Coke,250
cafe-rio,Black Beans for Enchiladas,153
cafe-rio,Cheddar Jack Cheese for Enchiladas,111
cafe-rio,Chile Roasted Beef for Enchiladas,80
cafe-rio,Cilantro for Enchiladas,7
cafe-rio,Cilantro Lime Rice for Enchiladas,105
cafe-rio,Corn Tortilla for Enchiladas,64
cafe-rio,Creamy Tomatillo Dressing for Enchiladas,161
cafe-rio,Fire Grilled Chicken for Enchiladas,144
cafe-rio,Fire Grilled Salmon for Enchiladas,87
cafe-rio,Fire Grilled Steak for Enchiladas,100
cafe-rio,Flour Tortilla for Enchiladas,177
cafe-rio,Grated Cotija for Enchiladas,101
cafe-rio,Green Chile Sauce for Enchiladas,45
cafe-rio,Guacamole for Enchiladas,44
cafe-rio,Lettuce for Enchiladas,5
cafe-rio,Lime for Enchiladas,3
cafe-rio,Pico De Gallo for Enchiladas,10
cafe-rio,Pinto Beans for Enchiladas,163
cafe-rio,Red Chile Sauce for Enchiladas,42
cafe-rio,Salsa Fresca for Enchiladas,7
cafe-rio,Serrano Pepper for Enchiladas,2
cafe-rio,Shredded Chicken for Enchiladas,95
cafe-rio,Shredded Jack Cheese for Enchiladas,101
cafe-rio,Sour Cream for Enchiladas,57
cafe-rio,Spicy Green Chile Pork for Enchiladas,117
cafe-rio,Tomatillo Sauce for Enchiladas,161
cafe-rio,Wheat Tortilla for Enchiladas,165
cafe-rio,Black Beans for Nachos,153
cafe-rio,Cheddar Jack Cheese for Nachos,111
cafe-rio,Chile Roasted Beef for Nachos,160
cafe-rio,Cilantro for Nachos,7
cafe-rio,Fire Grilled Chicken for Nachos,289
cafe-rio,Fire Grilled Salmon for Nachos,174
cafe-rio,Fire Grilled Steak for Nachos,201
cafe-rio,Grated Cotija for Nachos,101
cafe-rio,Green Chile Sauce for Nachos,45
cafe-rio,Guacamole for Nachos,44
cafe-rio,Lime for Nachos,3
cafe-rio,Pico De Gallo for Nachos,10
cafe-rio,Pinto Beans for Nachos,163
cafe-rio,Queso for Nachos,36
cafe-rio,Red Chile Sauce for Nachos,42
cafe-rio,Salsa Fresca for Nachos,7
cafe-rio,Serrano Pepper for Nachos,2
cafe-rio,Shredded Chicken for Nachos,190
cafe-rio,Sour Cream for Nachos,57
cafe-rio,Spicy Green Chile Pork for Nachos,233
cafe-rio,Sweet Pork Barbacoa for Nachos,233
cafe-rio,Tomatillo Sauce for Nachos,161
cafe-rio,Tortilla Chips for Nachos,1099
cafe-rio,Cheddar Jack Cheese for Quesadilla,111
cafe-rio,Chile Roasted Beef for Quesadilla,199
cafe-rio,Creamy Tomatillo Dressing for Quesadilla,161
cafe-rio,Fire Grilled Chicken for Quesadilla,361
cafe-rio,Fire Grilled Salmon for Quesadilla,217
cafe-rio,Fire Grilled Steak for Quesadilla,251
cafe-rio,Flour Tortilla for Quesadilla,442
cafe-rio,Green Chile Sauce for Quesadilla,45
cafe-rio,Guacamole for Quesadilla,44
cafe-rio,Lettuce for Quesadilla,5
cafe-rio,Lime for Quesadilla,3
cafe-rio,Pico De Gallo for Quesadilla,10
cafe-rio,Red Chile Sauce for Quesadilla,42
cafe-rio,Salsa Fresca for Quesadilla,7
cafe-rio,Serrano Pepper for Quesadilla,2
cafe-rio,Shredded Chicken for Quesadilla,238
cafe-rio,Shredded Jack Cheese for Quesadilla,101
cafe-rio,Sour Cream for Quesadilla,57
cafe-rio,Spicy Green Chile Pork for Quesadilla,292
cafe-rio,Sweet Pork Barbacoa for Quesadilla,292
cafe-rio,Tomatillo Sauce for Quesadilla,161
cafe-rio,Wheat Tortilla for Quesadilla,423
cafe-rio,Black Beans for Salad,153
cafe-rio,Cheddar Jack Cheese for Salad,111
cafe-rio,Chile Roasted Beef for Salad,120
cafe-rio,Cilantro for Salad,7
cafe-rio,Cilantro Lime Dressing for Salad,215
cafe-rio,Cilantro Lime Rice for Salad,140
cafe-rio,Creamy Tomatillo Dressing for Salad,161
cafe-rio,Fire Grilled Chicken for Salad,217
cafe-rio,Fire Grilled Salmon for Salad,130
cafe-rio,Fire Grilled Steak for Salad,251
cafe-rio,Grated Cotija for Salad,101
cafe-rio,Guacamole for Salad,44
cafe-rio,Lime for Salad,3
cafe-rio,Pico De Gallo for Salad,10
cafe-rio,Pinto Beans for Salad,163
cafe-rio,Romaine Lettuce for Salad,5
cafe-rio,Salsa Fresca for Salad,7
cafe-rio,Serrano Pepper for Salad,2
cafe-rio,Shredded Chicken for Salad,143
cafe-rio,Sour Cream for Salad,57
cafe-rio,Spicy Green Chile Pork for Salad,175
cafe-rio,Sweet Pork Barbacoa for Salad,175
cafe-rio,Tortilla Chip Strips for Salad,188
cafe-rio,Chicken Tostada,1152
cafe-rio,Maria&#039;s Enchiladas,607
cafe-rio,Salmon Tacos,530
cafe-rio,Shrimp Tacos,558
cafe-rio,Tasty Tuesday Burrito,734
cafe-rio,Tasty Tuesday Salad,760
cafe-rio,Yolanda&#039;s Tamales,1042
cafe-rio,Black Beans for Tacos,153
cafe-rio,Cheddar Jack Cheese for Tacos,111
cafe-rio,Chile Roasted Beef for Tacos,80
cafe-rio,Cilantro for Tacos,7
cafe-rio,Cilantro Lime Dressing for Tacos,215
cafe-rio,Cilantro Lime Rice for Tacos,105
cafe-rio,Corn Tortilla for Tacos,64
cafe-rio,Creamy Tomatillo Dressing for Tacos,161
cafe-rio,Fire Grilled Chicken for Tacos,144
cafe-rio,Fire Grilled Salmon for Tacos,87
cafe-rio,Fire Grilled Steak for Tacos,100
cafe-rio,Flour Tortilla for Tacos,177
cafe-rio,Grated Cotija for Tacos,101
cafe-rio,Guacamole for Tacos,44
cafe-rio,Lettuce for Tacos,5
cafe-rio,Lime for Tacos,3
cafe-rio,Pico De Gallo for Tacos,10
cafe-rio,Pinto Beans for Tacos,163
cafe-rio,Salsa Fresca for Tacos,7
cafe-rio,Serrano Pepper for Tacos,2
cafe-rio,Shredded Chicken for Tacos,190
cafe-rio,Sour Cream for Tacos,57
cafe-rio,Spicy Green Chile Pork for Tacos,292
cafe-rio,Sweet Pork Barbacoa for Tacos,117
cafe-rio,Wheat Tortilla for Tacos,165
cafe-rio,Black Beans for Tostada,153
cafe-rio,Cheddar Jack Cheese for Tostada,111
cafe-rio,Chile Roasted Beef for Tostada,80
cafe-rio,Cilantro for Tostada,7
cafe-rio,Cilantro Lime Dressing for Tostada,215
cafe-rio,Cilantro Lime Rice for Tostada,105
cafe-rio,Creamy Tomatillo Dressing for Tostada,161
cafe-rio,Crunchy Corn Tortilla for Tostada,97
cafe-rio,Fire Grilled Chicken for Tostada,181
cafe-rio,Fire Grilled Salmon for Tostada,87
cafe-rio,Fire Grilled Steak for Tostada,126
cafe-rio,Flour Tortilla for Tostada,177
cafe-rio,Grated Cotija for Tostada,101
cafe-rio,Guacamole for Tostada,44
cafe-rio,Lettuce for Tostada,5
cafe-rio,Lime for Tostada,3
cafe-rio,Pico De Gallo for Tostada,10
cafe-rio,Pinto Beans for Tostada,163
cafe-rio,Salsa Fresca for Tostada,7
cafe-rio,Serrano Pepper for Tostada,2
cafe-rio,Shredded Chicken for Tostada,119
cafe-rio,Sour Cream for Tostada,57
cafe-rio,Spicy Green Chile Pork for Tostada,117
cafe-rio,Sweet Pork Barbacoa for Tostada,117
cafe-rio,Tortilla Chip Strips for Tostada,188
cafe-rio,Wheat Tortilla for Tostada,165
chick-fil-a,Chick-n-Strips,100
chick-fil-a,Chicken Deluxe Sandwich,500
chick-fil-a,Chicken Nuggets,130
chick-fil-a,Chicken Sandwich,440
chick-fil-a,Grilled Chicken Club Sandwich,460
chick-fil-a,Grilled Chicken Nuggets,70
chick-fil-a,Grilled Chicken Sandwich,320
chick-fil-a,Grilled Chicken Sub Sandwich,430
chick-fil-a,Honey Pepper Pimento Chicken Sandwich,430
chick-fil-a,Spicy Chicken Sandwich,460
chick-fil-a,Spicy Deluxe,550
chick-fil-a,Apple Juice Box,35
chick-fil-a,Coca-Cola,130
chick-fil-a,Coffee,0
chick-fil-a,Dasani Bottled Water,0
chick-fil-a,Diet Coke,0
chick-fil-a,Diet Lemonade,30
chick-fil-a,Dr Pepper,140
chick-fil-a,Iced Coffee,150
chick-fil-a,Lemonade,130
chick-fil-a,Mango Passion Tea Lemonade,150
chick-fil-a,Mocha Cream Cold Brew,290
chick-fil-a,Simply Orange Juice,160
chick-fil-a,Sprite,130
chick-fil-a,Sweet Tea,70
chick-fil-a,Unsweetened Iced Tea,0
chick-fil-a,Vanilla Iced Coffee,160
chick-fil-a,Watermelon Mint Lemonade,190
chick-fil-a,Watermelon Mint Sweet Tea,130
chick-fil-a,"Bacon, Egg & Cheese Biscuit",420
chick-fil-a,Chick-n-Minis,280
chick-fil-a,Chicken Biscuit,460
chick-fil-a,"Chicken, Egg &amp; Cheese Biscuit",530
chick-fil-a,"Chicken, Egg, &amp; Cheese Muffin",420
chick-fil-a,Egg & Cheese English Muffin,300
chick-fil-a,Egg White Grill,290
chick-fil-a,English Muffin,140
chick-fil-a,Hash Brown Scramble Bowl,410
chick-fil-a,Hash Brown Scramble Burrito,650
chick-fil-a,Hash Browns,270
chick-fil-a,Hot Buttered Biscuit,290
chick-fil-a,Sausage Egg and Cheese Biscuit,630
chick-fil-a,Spicy Chicken Biscuit,430
chick-fil-a,Yogurt Parfait w/ Cookie Cumbs,250
chick-fil-a,Yogurt Parfait with Harvest Nut Granola,280
chick-fil-a,Grilled Chicken Cool Wrap,350
chick-fil-a,Caramel Crumble Milkshake,690
chick-fil-a,Chocolate Chunk Cookie,350
chick-fil-a,Chocolate Fudge Brownie,370
chick-fil-a,Chocolate Milkshake,590
chick-fil-a,Cookies & Cream Milkshake,610
chick-fil-a,Frosted Coffee,240
chick-fil-a,Frosted Lemonade,250
chick-fil-a,Icedream Ice Cream,120
chick-fil-a,Peppermint Chip Milkshake,660
chick-fil-a,Strawberry Milkshake,620
chick-fil-a,Vanilla Milkshake,520
chick-fil-a,Buddy Fruits Cinnamon Apple Sauce,45
chick-fil-a,Chick-n-Strips Kid's Meal,100
chick-fil-a,Chocolate Milk,140
chick-fil-a,Grilled Nuggets Kid's Meal,70
chick-fil-a,Kids Fruit Cup,50
chick-fil-a,Kids Waffle Potato Fries,320
chick-fil-a,Milk,90
chick-fil-a,Nuggets Kid's Meal,130
chick-fil-a,Avocado Lime Ranch Dressing,310
chick-fil-a,Creamy Salsa Dressing,290
chick-fil-a,Garden Herb Ranch Dressing,280
chick-fil-a,Honey Mustard Dressing,90
chick-fil-a,Light Balsamic Vinaigrette,80
chick-fil-a,Light Italian Dressing,25
chick-fil-a,Zesty Apple Cider Vinaigrette,230
chick-fil-a,Cobb Salad,290
chick-fil-a,Market Salad,210
chick-fil-a,Spicy Southwest Salad,350
chick-fil-a,Barbecue Sauce,45
chick-fil-a,Chick-fil-A Sauce,140
chick-fil-a,Garden Herb Ranch Sauce,140
chick-fil-a,Honey Mustard Sauce,50
chick-fil-a,Honey Roasted BBQ Sauce,60
chick-fil-a,Polynesian Sauce,110
chick-fil-a,Sriracha Sauce,45
chick-fil-a,Zesty Buffalo Sauce,25
chick-fil-a,Chicken Noodle Soup,120
chick-fil-a,Chicken Tortilla Soup,260
chick-fil-a,Fruit Cup,50
chick-fil-a,Kale Crunch Side,120
chick-fil-a,Mac & Cheese,270
chick-fil-a,Side Salad,160
chick-fil-a,Waffle Fries,320
chick-fil-a,Waffle Potato Chips,220
burger-king,Bacon & Cheese Whopper,790
burger-king,Bacon Cheeseburger,317
burger-king,Bacon Double Cheeseburger,405
burger-king,Bacon King,1118
burger-king,Bacon Melt,610
burger-king,BBQ Bacon Whopper Jr,398
burger-king,Big King,1009
burger-king,Cheeseburger,283
burger-king,Classic Melt,575
burger-king,Double BK Stacker,1048
burger-king,Double Cheeseburger,388
burger-king,Double Quarter Pound King,901
burger-king,Double Whopper,890
burger-king,Hamburger,242
burger-king,Impossible Whopper,629
burger-king,Miami BK Stacker,571
burger-king,Philly BK Stacker,520
burger-king,Quad BK Stacker,820
burger-king,Quarter Pound King,580
burger-king,Rodeo Burger,340
burger-king,Shroom n' Swiss Melt,659
burger-king,Single Impossible King,552
burger-king,Spicy Melt,571
burger-king,Spider-Verse Whopper,795
burger-king,Texas BK Stacker,585
burger-king,Texas Double Whopper,1056
burger-king,Triple BK Stacker,1370
burger-king,Triple Whopper,1140
burger-king,Whopper,657
burger-king,Whopper Jr,315
burger-king,Barq's Root Beer,180
burger-king,Capri Sun Apple Juice,80
burger-king,Chocolate Milk,160
burger-king,Coca Cola,213
burger-king,Diet Coke,1
burger-king,Dr. Pepper,190
burger-king,Fanta Orange,178
burger-king,Frozen Coke,130
burger-king,Frozen Fanta Wild Cherry,113
burger-king,Hi-C Fruit Punch,5
burger-king,Mello Yello,229
burger-king,Milk,90
burger-king,Minute Maid Orange Juice,140
burger-king,Sprite,197
burger-king,Strawberry Banana Smoothie,310
burger-king,Sweetened Iced Tea,101
burger-king,Unsweetened Iced Tea,0
burger-king,"Bacon, Egg & Cheese Biscuit",470
burger-king,"Bacon, Egg &amp; Cheese Croissan'Wich",380
burger-king,"Bacon, Sausage, Egg &amp; Cheese Biscuit",635
burger-king,Breakfast Bacon King,725
burger-king,Breakfast Burrito Jr,370
burger-king,Chicken Biscuit,410
burger-king,"Double Sausage, Egg &amp; Cheese Biscuit",853
burger-king,"Double Sausage, Egg &amp; Cheese Croissan'Wich",700
burger-king,Egg & Cheese Croissan'Wich,320
burger-king,Egg &amp; Cheese Biscuit,373
burger-king,Egg-normous Burrito,910
burger-king,French Toast Sticks,230
burger-king,Fully Loaded Biscuit,610
burger-king,Fully Loaded Croissan'Wich,570
burger-king,"Ham, Egg &amp; Cheese Croissan'Wich",350
burger-king,"Ham, Egg, & Cheese Biscuit",420
burger-king,Hash Browns,250
burger-king,Impossible Croissan'wich,491
burger-king,Impossible Sausage Biscuit,543
burger-king,Kids Oatmeal,170
burger-king,Pancake &amp; Sausage Platter,670
burger-king,Pancake Platter,500
burger-king,Quaker Oatmeal,140
burger-king,Sausage Biscuit,420
burger-king,"Sausage, Bacon, Egg &amp; Cheese Croissan'Wich",570
burger-king,"Sausage, Egg &amp; Cheese Biscuit",570
burger-king,"Sausage, Egg &amp; Cheese Croissan'Wich",515
burger-king,Smoky Maple Chicken Biscuit,470
burger-king,Smoky Maple Chicken Croissan'wich,420
burger-king,American Original Chicken Sandwich,777
burger-king,BBQ Seasoned Chicken Fries,420
burger-king,Big Fish Sandwich,513
burger-king,Chicken Fries,430
burger-king,Chicken Nuggets,224
burger-king,Crispy Chicken Jr.,452
burger-king,Fiery Nuggets,530
burger-king,Fiery Original Chicken Sandwich,790
burger-king,Impossible Original Chick'n Sandwich,983
burger-king,Italian Original Chicken Sandwich,560
burger-king,Mexican Original Chicken Sandwich,680
burger-king,Original Chicken Sandwich,662
burger-king,Royal Crispy Chicken Sandwich,533
burger-king,Royal Crispy Chicken Wrap,290
burger-king,Spicy Chicken Fries,250
burger-king,BK Cafe Hot Coffee,0
burger-king,BK Cafe Hot Decaf Coffee,0
burger-king,BK Caramel Frappe,510
burger-king,Iced Coffee,154
burger-king,Mocha Iced Coffee,183
burger-king,Vanilla Iced Coffee,154
burger-king,Chocolate Chip Cookie,330
burger-king,Chocolate Milk Shake,762
burger-king,Chocolate Oreo Shake,717
burger-king,Cookie Batter Shake,969
burger-king,Hershey Pie Shake,857
burger-king,Hershey's Sundae Pie,306
burger-king,Oreo Shake,715
burger-king,Soft Serve Ice Cream Cone,142
burger-king,Soft Serve Ice Cream Cup,171
burger-king,Spider-Verse Sundae,250
burger-king,Strawberry Milk Shake,644
burger-king,Vanilla Milk Shake,583
burger-king,American Cheese (slice),45
burger-king,Barbecue Dipping Sauce (1 oz),40
burger-king,Breakfast Syrup (1 oz),120
burger-king,Buffalo Dipping Sauce (1 oz),80
burger-king,Dried Fruit Topping,90
burger-king,Garlic Parmesan Croutons,60
burger-king,Honey Mustard Dipping Sauce (1 oz),90
burger-king,Ken's Apple Cider Vinaigrette,210
burger-king,Ken's Avocado Ranch Dressing,170
burger-king,Ken's Citrus Caesar Dressing,180
burger-king,KEN'S Honey Mustard Dressing (2 oz),270
burger-king,Ken's Lite Honey Balsamic,120
burger-king,Ketchup,10
burger-king,Mayonnaise,80
burger-king,Pickles (2),0
burger-king,Ranch Dipping Sauce (1 oz),140
burger-king,Strawberry or Grape Jam (packet),30
burger-king,SunGlow Butter blend - 2 pats,70
burger-king,Thick cut bacon,70
burger-king,Zesty Onion Ring Dipping Sauce (1 oz),150
burger-king,Crispy Taco,170
